ID_C_AUC,N_1a11d
278,4
279,1
280,14
281,22
282,5
283,0
284,0
285,0
286,3
287,24
288,3
289,0
290,0
291,0
292,0
293,0
294,1
295,0
296,0
297,4
298,0
299,0
300,0
301,0
302,2
303,0
304,0
305,0
306,0
307,0
308,1
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,6
320,2
321,0
322,0
323,0
324,0
325,2
326,1
327,0
328,0
329,0
330,0
331,2
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,2
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,4
373,0
374,0
375,5
376,1
377,8
378,20
379,0
380,0
381,1
382,14
383,1
384,1
385,9
386,1
387,9
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,23
404,0
405,0
406,1
407,0
408,0
409,0
410,0
411,2
412,0
413,0
414,0
415,0
416,0
417,0
418,10
419,4
420,1
421,0
422,0
423,0
424,0
425,0
426,0
427,1
428,14
429,5
430,6
431,9
432,0
433,0
434,0
435,0
436,0
437,1
438,16
439,7
440,5
441,6
442,1
443,2
444,0
445,11
446,15
447,11
448,9
449,2
450,1
451,17
452,27
453,1
454,3
455,1
456,7
457,8
458,1
459,1
460,4
461,1
462,1
463,4
464,3
465,0
466,0
467,3
468,0
469,0
470,1
471,0
472,0
473,0
474,0
475,0
476,2
477,0
478,0
479,0
480,0
481,2
482,0
483,0
484,2
485,7
486,0
487,0
488,0
489,0
490,0
491,2
492,1
493,0
494,0
495,0
497,0
498,0
499,0
500,0
501,1
502,2
503,3
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,33
512,32
513,0
514,0
515,0
516,0
517,0
518,6
519,1
520,0
521,1
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,3
532,0
533,0
534,0
535,0
536,0
537,1
538,0
539,0
540,1
541,9
542,0
543,0
544,0
545,2
546,0
547,14
548,13
549,0
550,0
551,35
552,2
553,14
554,28
555,17
556,14
557,40
558,92
559,1
560,30
561,65
562,0
563,21
564,21
565,41
566,4
567,0
568,1
569,17
570,71
571,5
572,0
573,17
574,36
575,1
576,27
577,60
578,2
579,11
580,30
581,48
582,0
583,16
584,34
585,8
586,0
587,15
588,43
589,6
590,1
591,43
592,32
593,0
594,3
595,26
596,33
597,0
598,9
599,5
600,0
601,0
602,1
603,19
604,0
605,1
606,0
607,0
608,12
609,16
610,0
611,0
612,8
613,0
614,0
615,6
616,0
617,1
618,0
619,2
620,0
621,1
622,0
623,0
624,0
625,0
626,1
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,6
637,6
638,1
639,0
640,3
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,1
649,1
650,0
651,0
652,3
653,0
654,0
655,0
656,0
657,0
658,0
659,1
660,1
661,0
662,0
663,1
664,1
665,0
666,0
667,0
668,0
669,0
670,0
671,1
672,0
673,0
674,1
675,0
676,0
677,2
678,3
679,0
680,0
681,0
682,0
683,0
684,1
685,0
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,1
702,0
703,0
704,0
705,0
706,0
707,0
708,0
709,1
710,1
711,0
712,0
713,0
714,0
715,0
716,1
717,7
718,0
719,0
720,0
721,0
722,0
723,1
724,0
725,0
726,0
727,1
728,0
729,0
730,0
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,0
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,0
760,1
761,2
762,1
763,0
764,4
765,0
766,6
767,2
768,14
769,8
770,9
771,0
772,0
773,1
774,8
775,17
776,11
777,0
778,0
779,3
780,1
781,10
782,13
783,1
784,0
785,1
786,14
787,7
788,7
789,3
790,0
791,0
792,1
793,4
794,2
795,3
796,0
797,0
798,1
799,0
800,0
801,6
802,1
803,0
804,0
805,2
806,7
807,11
808,0
809,0
810,0
811,0
812,1
813,0
814,4
815,9
816,0
817,5
818,2
819,4
820,0
821,2
822,0
823,0
824,0
825,0
826,4
827,0
828,0
829,0
830,0
831,0
832,0
833,0
834,0
835,1
836,0
837,0
838,0
839,0
840,0
841,3
842,0
843,0
844,0
845,0
846,0
847,0
848,0
849,0
850,0
851,0
852,0
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,0
861,0
862,0
863,0
864,0
865,0
866,3
867,7
868,11
869,0
870,0
871,0
872,0
873,0
874,0
875,0
876,1
877,0
878,2
879,0
880,3
881,0
882,0
883,8
884,0
885,3
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,1
895,0
896,1
897,0
898,0
899,0
900,0
901,0
902,1
903,1
904,0
905,0
906,0
907,0
908,0
909,2
910,10
911,0
912,1
913,2
914,0
915,3
916,9
917,16
918,0
919,2
920,0
921,2
922,4
923,2
924,9
925,0
926,0
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,1
940,0
941,1
942,0
943,0
944,0
945,0
946,0
947,1
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,1
986,0
987,0
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,1
996,0
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,1
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,1
1014,18
1015,14
1016,1
1017,1
1018,29
1019,22
1020,8
1021,0
1022,0
1023,0
1024,6
1025,10
1026,17
1027,5
1028,2
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,8
1036,7
1037,2
1038,11
1039,2
1040,0
1041,0
1042,0
1043,0
1044,0
1045,0
1046,10
1047,1
1048,6
1049,1
1050,1
1051,0
1052,1
1053,1
1054,2
1055,3
1056,14
1057,7
1058,9
1059,2
1060,0
1061,1
1062,2
1063,0
1064,0
1065,4
1066,10
1067,13
1068,11
1069,4
1070,0
1071,0
1072,3
1073,0
1074,7
1075,1
1076,0
1077,1
1078,10
1079,3
1080,0
1081,0
1082,1
1083,0
1084,0
1085,2
1086,11
1087,10
1088,2
1089,0
1090,0
1091,0
1092,0
1093,0
1094,0
1095,3
1096,5
1097,0
1098,8
1099,3
1100,15
1101,4
1102,3
1103,0
1104,0
1105,0
1106,0
1107,0
1108,0
1109,0
1110,0
1111,0
1112,0
1113,17
1114,0
1115,0
1116,7
1117,3
1118,1
1119,9
1120,9
1121,7
1122,0
1123,2
1124,1
1125,0
1126,0
1127,5
1128,8
1129,1
1130,0
1131,2
1132,3
1133,0
1134,1
1135,6
1136,9
1137,8
1138,0
1139,0
1140,0
1141,0
1142,0
1143,3
1144,3
1145,8
1146,3
1147,2
1148,1
1149,1
1150,0
1151,2
1152,4
1153,1
1154,0
1155,0
1156,0
1157,0
1158,0
1159,0
1160,0
1161,0
1162,0
1163,2
1164,9
1165,10
1166,0
1167,1
1168,1
1169,1
1170,0
1171,0
1172,4
1173,1
1174,0
1175,0
1176,0
1177,0
1178,0
1179,0
1180,0
1181,0
1182,6
1183,7
1184,11
1185,0
1186,0
1187,0
1188,0
1189,0
1190,0
1191,0
1192,0
1193,4
1194,10
1195,1
1196,0
1197,1
1198,0
1199,0
1200,0
1201,0
1202,0
1203,0
1204,0
1205,2
1206,0
1207,0
1208,2
1209,0
1210,0
1211,0
1212,0
1213,0
1214,0
1215,0
1216,0
1217,3
1218,0
1219,2
1220,2
1221,0
1222,0
1223,0
1224,0
1225,1
1226,2
1227,0
1228,4
1229,2
1230,0
1231,0
1232,0
1233,0
1234,0
1235,0
1236,0
1237,0
1238,0
1239,0
1240,0
1241,0
1242,0
1243,0
1244,0
1245,0
1246,0
1247,0
1248,0
1249,0
1250,0
1251,9
1252,0
1253,0
1254,0
1255,0
1256,0
1257,0
1258,0
1259,0
1260,4
1261,0
1262,0
1263,0
1264,0
1265,3
1266,0
1267,0
1268,0
1269,0
1270,0
1271,0
1272,0
1273,0
1274,0
1275,1
1276,0
1277,0
1278,0
1279,0
1280,0
1281,0
1282,0
1283,0
1284,0
1285,0
1286,0
1287,0
1288,0
1289,0
1290,0
1291,2
1292,0
1293,0
1294,0
1295,0
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,0
1303,2
1304,0
1305,3
1306,0
1307,0
1308,0
1309,1
1310,0
1311,0
1312,0
1313,0
1314,0
1315,1
1316,0
1317,0
1318,6
1319,0
1320,0
1321,1
1322,0
1323,1
1324,0
1325,0
1326,0
1327,0
1328,0
1329,0
1330,1
1331,0
1332,0
1333,0
1334,0
1335,2
1336,0
1337,0
1338,0
1339,0
1340,0
1341,0
1342,1
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,0
1350,0
1351,0
1352,0
1353,0
1354,0
1355,0
1356,0
1357,0
1358,0
1359,0
1360,0
1361,0
1362,0
1363,0
1364,0
1365,0
1366,0
1367,0
1368,1
1369,0
1370,0
1371,0
1372,0
1373,0
1374,1
1375,0
1376,0
1377,0
1378,0
1379,0
1380,0
1381,1
1382,0
1383,0
1384,0
1385,0
1386,0
1387,0
1388,0
1389,0
1390,0
1391,0
1392,0
1393,0
1394,3
1395,0
1396,6
1397,6
1398,10
1399,0
1400,0
1401,0
1402,4
1403,5
1404,15
1405,2
1406,3
1407,6
1408,11
1409,2
1410,0
1411,0
1412,0
1413,0
1414,3
1415,4
1416,3
1417,0
1418,0
1419,0
1420,0
1421,0
1422,0
1423,0
1424,0
1425,0
1426,0
1427,0
1428,0
1429,0
1430,0
1431,1
1432,1
1433,0
1434,1
1435,1
1436,0
1437,0
1438,0
1439,1
1440,0
1441,0
1442,0
1443,0
1444,0
1445,0
1446,0
1447,0
1448,0
1449,0
1450,0
1451,0
1452,0
1453,0
1454,0
1455,0
1456,0
1457,0
1458,0
1459,0
1460,0
1461,0
1462,0
1463,0
1464,0
1465,0
1466,3
1467,0
1468,0
1469,0
1470,1
1471,0
1472,0
1473,0
1474,0
1475,0
1476,0
1477,0
1478,0
1479,0
1480,0
1481,0
1482,0
1483,0
1484,0
1485,0
1486,0
1487,0
1488,0
1489,0
1490,0
1491,0
1492,0
1493,0
1494,0
1495,0
1496,0
1497,0
1498,0
1499,0
1500,0
1501,0
1502,0
1503,0
1504,0
1505,0
1506,0
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,0
1516,0
1517,0
1518,0
1519,2
1520,1
1521,0
1522,0
1523,0
1524,0
1525,0
1526,0
1527,0
1528,0
1529,0
1530,0
1531,0
1532,0
1533,0
1534,0
1535,0
1536,0
1537,2
1538,0
1539,0
1540,0
1541,0
1542,1
1543,1
1544,0
1545,0
1546,0
1547,0
1548,0
1549,0
1550,0
1551,0
1552,0
1553,0
1554,0
1555,0
1556,0
1557,0
1558,0
1559,0
1560,1
1561,2
1562,0
1563,0
1564,0
1565,0
1566,0
1567,0
1568,0
1569,3
1570,0
1571,0
1572,0
1573,0
1574,1
1575,3
1576,0
1577,0
1578,0
1579,0
1580,0
1581,0
1582,0
1583,0
1584,0
1585,0
1586,0
1587,0
1588,0
1589,0
1590,0
1591,0
1592,0
1593,0
1594,0
1595,0
1596,0
1597,0
1598,0
1599,0
1600,0
1601,0
1602,0
1603,0
1604,0
1605,0
1606,0
1607,0
1608,0
1609,0
1610,0
1611,0
1612,0
1613,0
1614,0
1615,0
1616,0
1617,0
1618,0
1619,0
1620,0
1621,0
1622,0
1623,0
1624,0
1625,0
1626,1
1627,0
1628,0
1629,1
1630,0
1631,0
1632,0
1633,0
1634,0
1635,0
1636,0
1637,0
1638,0
1639,1
1640,0
1641,0
1642,0
1643,0
1644,2
1645,0
1646,2
1647,0
1648,0
1649,0
1650,0
1651,0
1652,0
1653,0
1654,0
1655,0
1656,0
1657,0
1658,0
1659,0
1660,0
1661,0
1662,0
1663,1
1664,0
1665,0
1666,4
1667,0
1668,0
1669,0
1670,0
1671,0
1672,0
1673,0
1674,0
1675,0
1676,0
1677,0
1678,1
1679,0
1680,0
1681,0
1682,0
1683,0
1684,0
1685,2
1686,0
1687,0
1688,0
1689,0
1690,0
1691,0
1692,0
1693,0
1694,0
1695,1
1696,0
1697,0
1698,0
1699,0
1700,0
1701,0
1702,0
1703,4
1704,1
1705,0
1706,0
1707,6
1708,2
1709,0
1710,0
1711,0
1712,5
1713,3
1714,0
1715,0
1716,0
1717,0
1718,0
1719,1
1720,0
1721,0
1722,0
1723,0
1724,0
1725,0
1726,0
1727,0
1728,0
1729,0
1730,0
1731,0
1732,0
1733,0
1734,0
1735,0
1736,0
1737,0
1738,0
1739,0
1740,0
1741,0
1742,0
1743,0
1744,0
1745,0
1746,1
1747,0
1748,0
1749,0
1750,4
1751,1
1752,0
1753,0
1754,0
1755,0
1756,0
1757,6
1758,1
1759,0
1760,0
1761,3
1762,2
1763,0
1764,0
1765,0
1766,0
1767,0
1768,0
1769,0
1770,0
1771,0
1772,0
1773,0
1774,0
1775,0
1776,0
1777,0
1778,0
1779,0
1780,0
1781,0
1782,0
1783,4
1784,0
1785,0
1786,0
1787,0
1788,0
1789,0
1790,0
1791,0
1792,0
1793,0
1794,0
1795,0
1796,0
1797,0
1798,0
1799,0
1800,0
1801,0
1802,0
1803,0
1804,0
1805,0
1806,0
1807,0
1808,0
1809,0
1810,0
1811,0
1812,0
1813,0
1814,0
1815,0
1816,0
1817,0
1818,0
1819,0
1820,0
1821,2
1822,0
1823,0
1824,15
1825,8
1826,0
1827,0
1828,1
1829,0
1830,0
1831,0
1832,0
1833,0
1834,0
1835,0
1836,0
1837,0
1838,0
1839,0
1840,0
1841,1
1842,0
1843,0
1844,0
1845,0
1846,0
1847,0
1848,0
1849,0
1850,0
1851,0
1852,0
1853,0
1854,0
1855,0
1856,0
1857,0
1858,0
1859,0
1860,0
1861,0
1862,0
1863,0
1864,0
1865,0
1866,0
1867,0
1868,0
1869,0
1870,0
1871,0
1872,0
1873,0
1874,0
1875,0
1876,0
1877,0
1878,0
1879,0
1880,0
1881,0
1882,0
1883,0
1884,0
1885,1
1886,0
1887,0
1888,0
1889,0
1890,0
1891,0
1892,0
1893,0
1894,0
1895,0
1896,0
1897,0
1898,0
1899,0
1900,0
1901,0
1902,0
1903,0
1904,0
1905,0
1906,1
1907,0
1908,0
1909,0
1910,0
1911,0
1912,0
1913,2
1914,0
1915,0
1916,0
1917,0
1918,1
1919,0
1920,0
1921,0
1922,0
1923,0
1924,4
1925,0
1926,0
1927,0
1928,0
1929,0
1930,0
1931,0
1932,0
1933,5
1934,0
1935,0
1936,0
1937,0
1938,0
1939,0
1940,0
1941,0
1942,0
1943,0
1944,10
1945,0
1946,1
1947,0
1948,2
1949,5
1950,5
1951,0
1952,0
1953,0
1954,0
1955,3
1956,0
1957,0
1958,0
1959,0
1960,1
1961,0
1962,0
1963,0
1964,0
1965,0
1966,0
1967,0
1968,1
1969,0
1970,0
1971,0
1972,0
1973,0
1974,0
1975,0
1976,0
1977,0
1978,0
1979,0
1980,0
1981,0
1982,0
1983,0
1984,0
1985,0
1986,0
1987,0
1988,0
1989,0
1990,0
1991,0
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,0
2000,0
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,0
2012,1
2013,0
2014,0
2015,0
2016,0
2017,0
2018,0
2019,1
2020,0
2021,0
2022,0
2023,0
2024,0
2025,0
2026,0
2027,0
2028,0
2029,0
2030,0
2031,0
2032,0
2033,0
2034,0
2035,0
2036,0
2037,0
2038,0
2039,0
2040,0
2041,3
2042,0
2043,0
2044,0
2045,0
2046,0
2047,0
2048,0
2049,0
2050,0
2051,0
2052,5
2053,5
2054,0
2055,0
2056,0
2057,0
2058,0
2059,0
2060,0
2061,0
2062,0
2063,0
2064,2
2065,0
2066,0
2067,0
2068,0
2069,0
2070,0
2071,0
2072,0
2073,0
2074,0
2075,0
2076,0
2077,0
2078,0
2079,0
2080,0
2081,1
2082,0
2083,0
2084,0
2085,0
2086,0
2087,0
2088,0
2089,0
2090,0
2091,0
2092,0
2093,0
2094,0
2095,3
2096,0
2097,0
2098,0
2099,0
2100,0
2101,0
2102,0
2103,0
2104,2
2105,0
2106,0
2107,0
2108,0
2109,0
2110,1
2111,0
2112,0
2113,0
2114,0
2115,0
2116,0
2117,0
2118,0
2119,0
2120,4
2121,0
2122,2
2123,3
2124,9
2125,3
2126,0
2127,1
2128,0
2129,0
2130,0
2131,0
2132,0
2133,0
2134,1
2135,1
2136,0
2137,0
2138,0
2139,0
2140,0
2141,0
2142,0
2143,0
2144,0
2145,0
2146,0
2147,5
2148,2
2149,1
2150,2
2151,0
2152,0
2153,0
2154,1
2155,0
2156,0
2157,2
2158,1
2159,0
2160,1
2161,0
2162,0
2163,1
2164,0
2165,0
2166,5
2167,5
2168,1
2169,0
2170,0
2171,0
2172,0
2173,0
2174,0
2175,0
2176,0
2177,0
2178,0
2179,0
2180,0
2181,0
2182,0
2183,0
2184,0
2185,0
2186,0
2187,0
2188,0
2189,0
2190,0
2191,1
2192,0
2193,0
2194,0
2195,0
2196,0
2197,0
2198,0
2199,4
2200,2
2201,1
2202,5
2203,0
2204,0
2205,0
2206,0
2207,0
2208,0
2209,0
2210,0
2211,0
2212,0
2213,0
2214,0
2215,0
2216,1
2217,3
2218,1
2219,0
2220,0
2221,0
2222,4
2223,1
2224,0
2225,0
2226,0
2227,0
2228,0
2229,0
2230,0
2231,0
2232,0
2233,0
2234,0
2235,0
2236,0
2237,0
2238,0
2239,0
2240,0
2241,0
2242,1
2243,0
2244,0
2245,1
2246,0
2247,0
2248,6
2249,4
2250,7
2251,1
2252,3
2253,0
2254,1
2255,0
2256,0
2257,0
2258,0
2259,0
2260,0
2261,0
2262,0
2263,0
2264,0
2265,0
2266,0
2267,0
2268,1
2269,0
2270,3
2271,0
2272,1
2273,0
2274,0
2275,2
2276,1
2277,0
2278,3
2279,12
2280,3
2281,1
2282,0
2283,0
2284,1
2285,0
2286,2
2287,0
2288,0
2289,0
2290,1
2291,0
2292,0
2293,0
2294,0
2295,0
2296,0
2297,0
2298,4
2299,2
2300,0
2301,0
2302,3
2303,2
2304,0
2305,4
2306,0
2307,0
2308,1
2309,0
2310,0
2311,0
2312,0
2313,0
2314,0
2315,0
2316,0
2317,0
2318,0
2319,0
2320,0
2321,0
2322,0
2323,0
2324,1
2325,0
2326,1
2327,0
2328,0
2329,0
2330,0
2331,0
2332,0
2333,0
2334,0
2335,0
2336,0
2337,0
2338,0
2339,0
2340,4
2341,12
2342,1
2343,0
2344,0
2345,0
2346,0
2347,0
2348,0
2349,0
2350,0
2351,0
2352,0
2353,0
2354,0
2355,0
2356,0
2357,2
2358,3
2359,1
2360,9
2361,0
2362,0
2363,1
2364,0
2365,0
2366,0
2367,0
2368,1
2369,0
2370,0
2371,0
2372,0
2373,1
2374,3
2375,0
2376,0
2377,0
2378,0
2379,2
2380,4
2381,4
2382,0
2383,0
2384,0
2385,4
2386,0
2387,0
2388,0
2389,1
2390,0
2391,0
2392,0
2393,0
2394,0
2395,0
2396,1
2397,1
2398,0
2399,2
2400,0
2401,0
2402,0
2403,0
2404,0
2405,1
2406,15
2407,2
2408,0
2409,1
2410,1
2411,0
2412,0
2413,0
2414,0
2415,0
2416,0
2417,2
2418,0
2419,0
2420,0
2421,0
2422,0
2423,7
2424,0
2425,0
2426,3
2427,2
2428,0
2429,0
2430,0
2431,0
2432,0
2433,0
2434,0
2435,0
2436,0
2437,4
2438,0
2439,0
2440,0
2441,2
2442,2
2443,0
2444,0
2445,0
2446,0
2447,0
2448,0
2449,0
2450,0
2451,0
2452,0
2453,0
2454,0
2455,4
2456,0
2457,3
2458,4
2459,1
2460,0
2461,1
2462,0
2463,0
2464,0
2465,0
2466,0
2467,0
2468,1
2469,6
2470,3
2471,2
2472,0
2473,0
2474,0
2475,6
2476,13
2477,5
2478,0
2479,0
2480,2
2481,0
2482,0
2483,0
2484,0
2485,0
2486,1
2487,0
2488,0
2489,0
2490,1
2491,4
2492,6
2493,0
2494,0
2495,0
2496,0
2497,0
2498,1
2499,0
2500,0
2501,8
2502,5
2503,12
2504,0
2505,0
2506,0
2507,0
2508,1
2509,0
2510,0
2511,1
2512,0
2513,0
2514,1
2515,0
2516,2
2517,0
2518,0
2519,0
2520,2
2521,0
2522,0
2523,0
2524,3
2525,0
2526,1
2527,0
2528,0
2529,1
2530,0
2531,0
2532,0
2533,2
2534,1
2535,0
2536,0
2537,0
2538,0
2539,0
2540,0
2541,0
2542,0
2543,3
2544,1
2545,0
2546,0
2547,0
2548,0
2549,1
2550,1
2551,0
2552,0
2553,0
2554,0
2555,0
2556,0
2557,0
2558,0
2559,0
2560,0
2561,0
2562,0
2563,0
2564,0
2565,5
2566,2
2567,5
2568,15
2569,3
2570,0
2571,0
2572,0
2573,1
2574,2
2575,0
2576,0
2577,0
2578,0
2579,0
2580,0
2581,0
2582,0
2583,1
2584,0
2585,0
2586,0
2587,0
2588,0
2589,3
2590,0
2591,3
2592,20
2593,14
2594,12
2595,5
2596,2
2597,3
2598,3
2599,0
2600,0
2601,0
2602,0
2603,1
2604,0
2605,0
2606,6
2607,0
2608,0
2609,0
2610,0
2611,0
2612,5
2613,6
2614,8
2615,4
2616,4
2617,6
2618,4
2619,2
2620,0
2621,2
2622,9
2623,0
2624,0
2625,0
2626,0
2627,6
2628,1
2629,0
2630,7
2631,9
2632,7
2633,5
2634,0
2635,0
2636,0
2637,0
2638,3
2639,4
2640,0
2641,0
2642,0
2643,0
2644,5
2645,0
2646,0
2647,0
2648,9
2649,11
2650,6
2651,0
2652,15
2653,3
2654,4
2655,4
2656,3
2657,0
2658,0
2659,0
2660,0
2661,1
2662,0
2663,0
2664,0
2665,0
2666,0
2667,0
2668,0
2669,0
2670,7
2671,15
2672,1
2674,1
2675,5
2676,9
2677,10
2678,5
2679,8
2680,8
2681,4
2682,1
2683,7
2684,5
2685,1
2686,0
2687,1
2688,1
2689,2
2690,5
2691,2
2692,4
2693,6
2694,4
2695,5
2696,5
2697,0
2698,1
2699,24
2700,11
2701,7
2702,0
2703,2
2704,12
2705,8
2706,5
2707,3
2708,8
2709,16
2710,12
2711,4
2712,0
2713,0
2714,0
2715,4
2716,3
2717,1
2718,5
2719,1
2720,1
2721,2
2722,6
2723,1
2724,6
2725,2
2726,3
2727,0
2728,2
2729,0
2730,0
2731,12
2732,4
2733,8
2734,9
2735,9
2736,22
2737,5
2738,20
2739,6
2740,0
2741,7
2742,12
2743,0
2744,1
2745,0
2746,1
2747,2
2748,5
2749,6
2750,1
2751,4
2752,5
2753,1
2754,7
2755,5
2756,5
2757,5
2758,5
2759,1
2760,0
2761,0
2762,0
2763,1
2764,8
2765,5
2766,9
2767,8
2768,8
2769,8
2770,16
2771,14
2772,3
2773,0
2774,5
2775,0
2776,0
2777,0
2778,0
2779,0
2780,3
2781,14
2782,9
2783,5
2784,7
2785,13
2786,5
2787,24
2788,9
2789,3
2790,2
2791,0
2792,0
2793,0
2794,0
2795,0
2796,0
2797,0
2798,0
2799,1
2800,3
2801,3
2802,5
2803,1
2804,2
2805,0
2806,0
2807,0
2808,0
2809,2
2810,3
2811,0
2812,0
2813,0
2814,1
2815,0
2816,0
2817,0
2818,0
2819,0
2820,0
2821,0
2822,0
2823,11
2824,0
2825,0
2826,0
2827,0
2828,0
2829,0
2830,0
2831,2
2832,0
2833,0
2834,0
2835,0
2836,0
2837,0
2838,0
2839,0
2840,0
2841,0
2842,0
2843,1
2844,1
2845,0
2846,0
2847,0
2848,0
2849,0
2850,0
2851,0
2852,0
2853,10
2854,5
2855,1
2856,2
2857,0
2858,0
2859,0
2860,0
2861,0
2862,3
2863,11
2864,1
2865,0
2866,0
2867,0
2868,2
2869,1
2870,1
2871,0
2872,0
2873,7
2874,0
2875,0
2876,0
2877,0
2878,0
2879,1
2880,0
2881,3
2882,0
2883,0
2884,0
2885,0
2886,0
2887,0
2888,0
2889,0
2890,0
2891,1
2892,0
2893,0
2894,0
2895,0
2896,0
2897,1
2898,7
2899,10
2900,1
2901,0
2902,0
2903,0
2904,4
2905,8
2906,0
2907,1
2908,0
2909,0
2910,3
2911,1
2912,1
2913,0
2914,1
2915,0
2916,3
2917,1
2918,0
2919,0
2920,0
2921,1
2922,0
2923,0
2924,5
2925,2
2926,0
2927,0
2928,0
2929,0
2930,0
2931,0
2932,0
2933,0
2934,1
2935,0
2936,0
2937,1
2938,4
2939,1
2940,0
2941,0
2942,0
2943,2
2944,1
2945,0
2946,0
2947,1
2948,0
2949,0
2950,0
2951,0
2952,0
2953,2
2954,0
2955,0
2956,0
2957,1
2958,0
2959,0
2960,0
2961,0
2962,0
2963,0
2964,0
2965,0
2966,1
2967,0
2968,0
2969,0
2970,0
2971,0
2972,0
2973,0
2974,0
2975,0
2976,0
2977,0
2978,0
2979,0
2980,0
2981,0
2982,1
2983,0
2984,0
2985,0
2986,0
2987,0
2988,0
2989,0
2990,1
2991,0
2992,0
2993,0
2994,0
2995,0
